problem_id,final_question,true_answer,correct_option,selected_option,is_correct,generated_answer
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_21,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_22,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_23,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_24,Is there pneumoperitoneum?,No,B,B,True,No
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_1,What pathology is visible?,Retinal detachment in fundus image.,A,B,False,"No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_2,What pathology is visible?,Retinal detachment in fundus image.,A,C,False,"No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_3,What pathology is visible?,Retinal detachment in fundus image.,B,A,False,"No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_4,What pathology is visible?,Retinal detachment in fundus image.,C,A,False,"No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_5,What pathology is visible?,Retinal detachment in fundus image.,B,C,False,"No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_6,What pathology is visible?,Retinal detachment in fundus image.,C,B,False,"No pathology, healthy fundus."
5d954983-45e2-4853-b94a-19f21492884c_perm_1,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_2,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_3,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_4,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_5,Which bone or bones are fractured?,Ulna,A,A,True,Ulna
5d954983-45e2-4853-b94a-19f21492884c_perm_6,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_7,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_8,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_9,Which bone or bones are fractured?,Ulna,A,C,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_10,Which bone or bones are fractured?,Ulna,C,B,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_11,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_12,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_13,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_14,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_15,Which bone or bones are fractured?,Ulna,C,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_16,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_17,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_18,Which bone or bones are fractured?,Ulna,C,C,True,Ulna
5d954983-45e2-4853-b94a-19f21492884c_perm_19,Which bone or bones are fractured?,Ulna,B,B,True,Ulna
5d954983-45e2-4853-b94a-19f21492884c_perm_20,Which bone or bones are fractured?,Ulna,C,B,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_21,Which bone or bones are fractured?,Ulna,A,A,True,Ulna
5d954983-45e2-4853-b94a-19f21492884c_perm_22,Which bone or bones are fractured?,Ulna,B,A,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_23,Which bone or bones are fractured?,Ulna,A,C,False,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_24,Which bone or bones are fractured?,Ulna,A,A,True,Ulna
63338bb8-841b-4420-86fe-78e1963625d0_perm_1,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_2,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_3,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_4,Which skin-condition is shown?,Superficial spreading melanoma,D,A,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_5,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_6,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_7,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_8,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_9,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_10,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_11,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_12,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_13,Which skin-condition is shown?,Superficial spreading melanoma,D,D,True,Superficial spreading melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_14,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_15,Which skin-condition is shown?,Superficial spreading melanoma,D,A,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_16,Which skin-condition is shown?,Superficial spreading melanoma,D,D,True,Superficial spreading melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_17,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_18,Which skin-condition is shown?,Superficial spreading melanoma,D,A,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_19,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_20,Which skin-condition is shown?,Superficial spreading melanoma,D,D,True,Superficial spreading melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_21,Which skin-condition is shown?,Superficial spreading melanoma,D,A,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_22,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_23,Which skin-condition is shown?,Superficial spreading melanoma,D,C,False,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_24,Which skin-condition is shown?,Superficial spreading melanoma,D,B,False,Superficial spreading Melanoma
6597f180-5f13-4d49-83dd-64315337ce2f_perm_1,Is there visible pathology?,"Pleural effusion, right",B,B,True,"Pleural effusion, right"
6597f180-5f13-4d49-83dd-64315337ce2f_perm_2,Is there visible pathology?,"Pleural effusion, right",A,B,False,"Pleural effusion, left"
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_1,What kind of MRI sequence is this?,T2 fat saturation,D,C,False,T2
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_2,What kind of MRI sequence is this?,T2 fat saturation,D,B,False,T2
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_3,What kind of MRI sequence is this?,T2 fat saturation,D,B,False,T1
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_4,What kind of MRI sequence is this?,T2 fat saturation,D,C,False,T1
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_5,What kind of MRI sequence is this?,T2 fat saturation,D,A,False,T2
6b6d8d8d-bd8a-44af-8ca4-bd0623aa596a_perm_6,What kind of MRI sequence is this?,T2 fat saturation,D,C,False,T1
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_1,Where is the location of the endotracheal tube tip?,Trachea,A,A,True,Trachea
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_2,Where is the location of the endotracheal tube tip?,Trachea,A,A,True,Trachea
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_3,Where is the location of the endotracheal tube tip?,Trachea,B,B,True,Trachea
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_4,Where is the location of the endotracheal tube tip?,Trachea,C,C,True,Trachea
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_5,Where is the location of the endotracheal tube tip?,Trachea,B,B,True,Trachea
6c9f0a00-bc0b-4844-b498-c57d68382c5d_perm_6,Where is the location of the endotracheal tube tip?,Trachea,C,C,True,Trachea
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_1,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_2,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_3,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,A,False,Myeloblast with Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_4,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_5,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_6,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_7,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_8,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_9,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_10,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_11,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_12,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_13,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_14,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_15,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_16,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_17,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_18,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_19,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_20,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,A,A,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_21,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_22,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_23,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,B,B,True,Myeloblast without Auer rods
6d0aec94-e009-46ea-8c93-2f2de47ef800_perm_24,What type of cell is present among the erythrocytes?,Myeloblast without Auer rods,C,C,True,Myeloblast without Auer rods
732150de-bce4-46af-9a70-c4b1e2c4b783_perm_1,Does the liver appear enlarged?,Yes.,A,A,True,Yes.
732150de-bce4-46af-9a70-c4b1e2c4b783_perm_2,Does the liver appear enlarged?,Yes.,B,B,True,Yes.
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_1,Are there signs of surgical wound infection?,Yes,C,A,False,Yes 
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_2,Are there signs of surgical wound infection?,Yes,C,A,False,Yes 
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_3,Are there signs of surgical wound infection?,Yes,C,B,False,Yes 
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_4,Are there signs of surgical wound infection?,Yes,C,B,False,Yes 
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_5,Are there signs of surgical wound infection?,Yes,C,B,False,Yes 
7d28bb1c-71e2-4be8-ab96-0a2d67df2d9b_perm_6,Are there signs of surgical wound infection?,Yes,C,B,False,Yes 
820c2943-aea7-454e-ae7a-850c50c0de2f_perm_1,Does this ECG show artifact or ventricular tachycardia?,artifact ,C,B,False,ventricular tachycardia
820c2943-aea7-454e-ae7a-850c50c0de2f_perm_2,Does this ECG show artifact or ventricular tachycardia?,artifact ,C,A,False,ventricular tachycardia
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_1,"Is there a fracture and if so, what kind?",No fracture,C,A,False,Oblique fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_2,"Is there a fracture and if so, what kind?",No fracture,C,C,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_3,"Is there a fracture and if so, what kind?",No fracture,D,D,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_4,"Is there a fracture and if so, what kind?",No fracture,C,A,False,Oblique fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_5,"Is there a fracture and if so, what kind?",No fracture,B,A,False,Spiral fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_6,"Is there a fracture and if so, what kind?",No fracture,D,A,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_7,"Is there a fracture and if so, what kind?",No fracture,D,E,False,Transverse fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_8,"Is there a fracture and if so, what kind?",No fracture,B,E,False,Oblique fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_9,"Is there a fracture and if so, what kind?",No fracture,A,B,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_10,"Is there a fracture and if so, what kind?",No fracture,B,B,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_11,"Is there a fracture and if so, what kind?",No fracture,B,A,False,Spiral fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_12,"Is there a fracture and if so, what kind?",No fracture,E,A,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_13,"Is there a fracture and if so, what kind?",No fracture,E,C,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_14,"Is there a fracture and if so, what kind?",No fracture,B,A,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_15,"Is there a fracture and if so, what kind?",No fracture,E,E,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_16,"Is there a fracture and if so, what kind?",No fracture,D,A,False,Transverse fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_17,"Is there a fracture and if so, what kind?",No fracture,D,D,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_18,"Is there a fracture and if so, what kind?",No fracture,A,B,False,Transverse fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_19,"Is there a fracture and if so, what kind?",No fracture,E,A,False,Transverse fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_20,"Is there a fracture and if so, what kind?",No fracture,C,A,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_21,"Is there a fracture and if so, what kind?",No fracture,D,D,True,No fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_22,"Is there a fracture and if so, what kind?",No fracture,B,C,False,Comminuted fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_23,"Is there a fracture and if so, what kind?",No fracture,D,B,False,Oblique fracture
96fd679e-4619-4c7a-9d7b-dd46eaa8b26e_perm_24,"Is there a fracture and if so, what kind?",No fracture,E,E,True,No fracture
9db35400-5633-48fa-9411-97926d30d4c5_perm_1,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_2,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_3,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_4,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_5,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_6,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_7,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_8,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_9,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_10,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_11,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_12,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_13,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_14,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_15,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_16,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_17,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_18,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,B,A,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_19,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_20,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_21,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_22,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_23,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9db35400-5633-48fa-9411-97926d30d4c5_perm_24,Provide a radiological interpretation of this radiograph of the hand.,Arthritis,A,B,False,Normal
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_1,Is there a tree-in-bud appearance?,No,B,B,True,No
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_2,Is there a tree-in-bud appearance?,No,B,B,True,No
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_3,Is there a tree-in-bud appearance?,No,A,A,True,No
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_4,Is there a tree-in-bud appearance?,No,A,A,True,No
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_5,Is there a tree-in-bud appearance?,No,B,B,True,No
9ea5bef9-87e3-494f-8312-e6a70e1ca8e9_perm_6,Is there a tree-in-bud appearance?,No,B,B,True,No
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_1,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_2,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_3,What pathology is shown in this image?,Tinea Corporis,C,.,False,INVALID_OPTION:.
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_4,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_5,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_6,What pathology is shown in this image?,Tinea Corporis,B,B,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_7,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_8,What pathology is shown in this image?,Tinea Corporis,A,A,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_9,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_10,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_11,What pathology is shown in this image?,Tinea Corporis,B,B,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_12,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_13,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_14,What pathology is shown in this image?,Tinea Corporis,B,B,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_15,What pathology is shown in this image?,Tinea Corporis,C,A,False,Erythema multiforme
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_16,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_17,What pathology is shown in this image?,Tinea Corporis,A,A,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_18,What pathology is shown in this image?,Tinea Corporis,B,B,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_19,What pathology is shown in this image?,Tinea Corporis,A,A,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_20,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_21,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_22,What pathology is shown in this image?,Tinea Corporis,B,B,True,Tinea Corporis
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_23,What pathology is shown in this image?,Tinea Corporis,C,A,False,Erythema multiforme
a0111520-e2e0-406c-9bf0-5139d8a2f30d_perm_24,What pathology is shown in this image?,Tinea Corporis,C,C,True,Tinea Corporis
a1ab8e85-4cca-4707-b3dd-57da42738aac_perm_1,How does the surgical site look like?,A normal suture with eleven stitches. No signs of infection or inflammation.,C,C,True,A normal suture with eleven stitches. No signs of infection or inflammation.
a1ab8e85-4cca-4707-b3dd-57da42738aac_perm_2,How does the surgical site look like?,A normal suture with eleven stitches. No signs of infection or inflammation.,C,C,True,A normal suture with eleven stitches. No signs of infection or inflammation.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_1,What kind of cerebral edema is shown?,Combined edema.,C,A,False,Vasogenic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_2,What kind of cerebral edema is shown?,Combined edema.,C,A,False,Vasogenic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_3,What kind of cerebral edema is shown?,Combined edema.,C,A,False,Vasogenic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_4,What kind of cerebral edema is shown?,Combined edema.,C,B,False,Cytotoxic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_5,What kind of cerebral edema is shown?,Combined edema.,C,A,False,Cytotoxic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_6,What kind of cerebral edema is shown?,Combined edema.,C,A,False,Cytotoxic edema.
aa4a25e1-c52f-4811-a126-bbb52f348ef4_perm_1,Can you identify which medication (and what dose) does patient have in their pill box?,Atorvastatin 10 mg,C,C,True,Atorvastatin 10 mg
aa4a25e1-c52f-4811-a126-bbb52f348ef4_perm_2,Can you identify which medication (and what dose) does patient have in their pill box?,Atorvastatin 10 mg,C,C,True,Atorvastatin 10 mg
aa9e1c00-8519-465d-9e18-0861b353c138_perm_1,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,C,True,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_2,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_3,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_4,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,C,False,Tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_5,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,C,False,Tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_6,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,C,True,No pneumothorax
