problem_id,original_question,true_answer,generated_answer,full_response
a7cf906c-228d-44cf-82bd-f5961343273f_perm_4,What kind of cerebral edema is shown?,Combined edema.,"The image shows a CT scan of a brain with a white border around the brain. The brain appears to have a slightly raised appearance, which is characteristic of cerebral edema. The specific type of cerebral edema cannot be determined from the image alone, as it requires a clinical context and further analysis by a medical professional. However, the presence of cerebral edema is generally associated with various conditions, such as stroke, head trauma, or other neurological disorders.","The image shows a CT scan of a brain with a white border around the brain. The brain appears to have a slightly raised appearance, which is characteristic of cerebral edema. The specific type of cerebral edema cannot be determined from the image alone, as it requires a clinical context and further analysis by a medical professional. However, the presence of cerebral edema is generally associated with various conditions, such as stroke, head trauma, or other neurological disorders."
a7cf906c-228d-44cf-82bd-f5961343273f_perm_5,What kind of cerebral edema is shown?,Combined edema.,Vasogenic edema.,Vasogenic edema.
a7cf906c-228d-44cf-82bd-f5961343273f_perm_6,What kind of cerebral edema is shown?,Combined edema.,Vasogenic edema.,Vasogenic edema.
aa4a25e1-c52f-4811-a126-bbb52f348ef4_perm_1,Can you identify which medication (and what dose) does patient have in their pill box?,Atorvastatin 10 mg,Atorvastatin 10 mg,Atorvastatin 10 mg
aa4a25e1-c52f-4811-a126-bbb52f348ef4_perm_2,Can you identify which medication (and what dose) does patient have in their pill box?,Atorvastatin 10 mg,Atorvastatin 10 mg,Atorvastatin 10 mg
aa9e1c00-8519-465d-9e18-0861b353c138_perm_1,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_2,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_3,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_4,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_5,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,"No, there is no pneumothorax.","No, there is no pneumothorax."
aa9e1c00-8519-465d-9e18-0861b353c138_perm_6,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_7,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_8,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_9,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,"No, there is no pneumothorax.","No, there is no pneumothorax."
aa9e1c00-8519-465d-9e18-0861b353c138_perm_10,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_11,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_12,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_13,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_14,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_15,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_16,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_17,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_18,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_19,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_20,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_21,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_22,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_23,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_24,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,No pneumothorax,No pneumothorax
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_1,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_2,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_3,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_4,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_5,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_6,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_7,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_8,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_9,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_10,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_11,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_12,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_13,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_14,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_15,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_16,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_17,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_18,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_19,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_20,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_21,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_22,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_23,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_24,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,No intracerebral hemorrhage,No intracerebral hemorrhage
ae849698-02d1-4e88-98f8-558f15089a42_perm_1,How many fingers are shown in this image?,6,5,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_2,How many fingers are shown in this image?,6,5,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_3,How many fingers are shown in this image?,6,5,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_4,How many fingers are shown in this image?,6,5,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_5,How many fingers are shown in this image?,6,5,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_6,How many fingers are shown in this image?,6,5,5
afabd2e4-a0f2-4e06-9ba3-3db6e1ff73e0_perm_1,Do these patient signature samples over the years show micrographia?,Yes,Yes,Yes
afabd2e4-a0f2-4e06-9ba3-3db6e1ff73e0_perm_2,Do these patient signature samples over the years show micrographia?,Yes,Yes,Yes
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_1,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_2,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_3,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_4,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_5,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_6,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_7,Is there hydronephrosis?,No,"Yes, there is hydronephrosis.","Yes, there is hydronephrosis."
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_8,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_9,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_10,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_11,Is there hydronephrosis?,No,"Yes, there is hydronephrosis.","Yes, there is hydronephrosis."
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_12,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_13,Is there hydronephrosis?,No,"Yes, there is hydronephrosis.","Yes, there is hydronephrosis."
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_14,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_15,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_16,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_17,Is there hydronephrosis?,No,"Yes, there is hydronephrosis.","Yes, there is hydronephrosis."
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_18,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_19,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_20,Is there hydronephrosis?,No,"Yes, left","Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_21,Is there hydronephrosis?,No,"Yes, right","Yes, right"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_22,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_23,Is there hydronephrosis?,No,"Yes, right","Yes, right"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_24,Is there hydronephrosis?,No,"Yes, bilateral","Yes, bilateral"
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_1,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_2,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_3,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_4,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_5,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_6,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_7,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_8,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_9,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_10,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_11,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_12,What pathology is shown?,Ulcerative colitis,"The pathology shown in the image is:

Example 1: Ulcerative colitis

This is indicated by the presence of a circular, reddish lesion with a central depression, which is characteristic of ulcerative colitis.","The pathology shown in the image is:

Example 1: Ulcerative colitis

This is indicated by the presence of a circular, reddish lesion with a central depression, which is characteristic of ulcerative colitis."
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_13,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_14,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_15,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_16,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_17,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is ulcerative colitis.,The pathology shown in the image is ulcerative colitis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_18,What pathology is shown?,Ulcerative colitis,"The pathology shown in the image is:

Example 1: Ulcerative colitis

This is indicated by the presence of a circular, reddish lesion with a central depression, which is characteristic of ulcerative colitis.","The pathology shown in the image is:

Example 1: Ulcerative colitis

This is indicated by the presence of a circular, reddish lesion with a central depression, which is characteristic of ulcerative colitis."
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_19,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_20,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_21,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_22,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_23,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_24,What pathology is shown?,Ulcerative colitis,The pathology shown in the image is chronic gastritis.,The pathology shown in the image is chronic gastritis.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_1,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_2,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_3,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_4,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_5,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b214470b-8d93-40eb-bd02-56c83e3615df_perm_6,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.,The condition in the kidney is Autosomal Dominant Polycystic Kidney disease.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_1,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_2,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_3,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_4,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_5,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_6,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_7,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_8,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_9,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_10,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_11,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_12,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_13,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_14,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_15,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_16,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_17,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_18,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_19,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_20,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_21,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_22,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_23,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right upper lobe.,The pneumonia is located in the right upper lobe.
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_24,Where is the pneumonia located?,left upper lobe,The pneumonia is located in the right lower lobe.,The pneumonia is located in the right lower lobe.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_1,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,No. This is ductal carcinoma in situ (DCIS) of the breast.,No. This is ductal carcinoma in situ (DCIS) of the breast.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_2,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,Yes. This is invasive ductal carcinoma of the breast.,Yes. This is invasive ductal carcinoma of the breast.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_3,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,No. This is ductal carcinoma in situ (DCIS) of the breast.,No. This is ductal carcinoma in situ (DCIS) of the breast.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_4,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,Yes. This is invasive ductal carcinoma of the breast.,Yes. This is invasive ductal carcinoma of the breast.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_5,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,No. This is ductal carcinoma in situ (DCIS) of the breast.,No. This is ductal carcinoma in situ (DCIS) of the breast.
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_6,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,No. This is ductal carcinoma in situ (DCIS) of the breast.,No. This is ductal carcinoma in situ (DCIS) of the breast.
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_1,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a normal appendix with no signs of inflammation or pathology.","Yes, there is visible pathology. The CT scan shows a normal appendix with no signs of inflammation or pathology."
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_2,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis.","Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis."
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_3,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a normal appendix with no signs of inflammation or pathology.","Yes, there is visible pathology. The CT scan shows a normal appendix with no signs of inflammation or pathology."
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_4,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis.","Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis."
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_5,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis.","Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis."
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_6,Is there visible pathology?,Appendicitis,"Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis.","Yes, there is visible pathology. The CT scan shows a thickened appendix with a mural nodule, which is indicative of appendicitis."
